,Contexto,Documento,Pregunta,Respuesta,Modelo,Indice original
60,"Las dudas e inquietudes que pu- dieran surgir en relación al tratamiento. La elección del tipo y vía de administración del psicofármaco dependerá de: Los síntomas blanco a tratar. Wintersteen, Matthew B., Diamond, Guy S. and Fein, Joel A. Screening for suicide risk in the pediatric emergency and acute care setting. Current Opinion in Pediatrics 19:398-404 2007 Lippincott Williams & Williams Los efectos secundarios y adver- sos que pudiera producirle el fármaco. La intensidad de los síntomas. En la indicación de un psicofármaco se debe contar con el acuerdo del adolescente si está en condiciones de consentir, y del familiar responsable siempre que la situación de urgencia así lo permita. La urgencia para aliviar ese sínto- ma (riesgo potencial). La disponibilidad en el mercado de fórmulas orales, sublinguales o parenterales. 36 37 Lineamientos para la atención del intento de suicidio en adolescentes Dirección Nacional de Salud Mental y Adicciones La disponibilidad real del fármaco en el",2012 ARGENTINA Guia_IS_Adoles_Nacion.pdf,¿Qué debo hacer si sospecho que estoy pensando en suicidarme?," Si sospecha que está pensando en suicidarse, es importante buscar ayuda de inmediato. Existen varios recursos disponibles para ayudarlo a lidiar con la angustia emocional y cualquier pensamiento o plan suicida. Busque ayuda de un profesional de la salud mental calificado y confiable lo antes posible.",bertin-project/bertin-gpt-j-6B-alpaca,75
61,"Busca mejorar las condiciones de cuidado de los y las adolescentes en situación de vulnerabilidad y al mismo tiempo brindar instrumentos de práctica clínica en un marco de atención integral del intento de suicidio. Dicha atención puede ser realizada en servicios de emergencia u otros ámbitos sociosanitarios. Es importante efectuar una atención en red, priorizando un abordaje comunitario y un seguimiento territorial, promoviendo la accesibilidad al sistema. Este documento se enmarca en la legislación vigente, documentos internacionales vinculantes, destacándose la Ley Nacional de Salud Mental Nº 26.657, la Convención para los Derechos de Niños, Niñas y Adolescentes y la Ley N° 26.061. Dirección Nacional de Salud Mental y Adicciones Programa Nacional de Salud Integral en la Adolescencia MARCo CoNCePtuAL En los últimos años hemos asistido a un importante aumento en la cantidad de adolescentes y jóvenes que ingresan a los servicios de salud por consultas vinculadas a intentos de suicidio y",2012 ARGENTINA Guia_IS_Adoles_Nacion.pdf,¿Qué estrategias pueden utilizar los proveedores de atención médica para ayudar a los adolescentes y jóvenes que han intentado suicidarse?," Los proveedores de atención médica pueden ayudar a los adolescentes y jóvenes que han intentado suicidarse proporcionando un ambiente de apoyo, escuchando sus preocupaciones y brindando recursos para ayudarlos a manejar sus pensamientos y emociones. También pueden ayudar proporcionando acceso a profesionales de la salud mental, como psicólogos y psiquiatras, si es necesario. Además, los proveedores de atención médica pueden ayudar a los adolescentes y jóvenes que han intentado suicidarse enseñándoles estrategias de afrontamiento saludables y proporcionando acceso a grupos de apoyo.",bertin-project/bertin-gpt-j-6B-alpaca,76
62,"MeDIDAS INICIALeS De CuIDADo Y CoNteNCIoN (TENEr EN CUENTA DUrANTE TODO EL PrOCESO DE ATENCION) La intervención debe favorecer una atención receptiva y humanitaria, en un ambiente de privacidad e intimidad, disponiendo del tiempo necesario para generar una relación de confianza, prestando cuidado al posible malestar emocional asociado a los actos de autolesión. La persona no debe permanecer en ningún momento sola, estará acompañada por un adulto responsable y/o por personal sanitario. Identificar en el entorno acompañante la presencia de algún referente vincular que pudiere resultar tranquilizador y colaborar durante el proceso de atención. Al cual también es recomendable brindar apoyo y contención. No dejar al alcance elementos potencialmente peligrosos (armas, bisturí, corto punzantes, medicamentos) y revisar que no tenga consigo elementos riesgosos. Evitar cercanías con puertas y ventanas. La mejor forma de detectar el intento de suicidio es preguntándolo. (ver apartado II.2.1) No d",2012 ARGENTINA Guia_IS_Adoles_Nacion.pdf,¿Qué medidas de seguridad se deben tomar al cuidar a alguien que está intentando suicidarse?," Al cuidar a alguien que está intentando suicidarse, es importante estar consciente de los posibles riesgos y tomar medidas de seguridad adicionales. Se debe mantener al individuo alejado de cualquier elemento que pueda ser utilizado para auto-lesionarse, como cuchillos, tijeras, armas y medicamentos. También es importante asegurarse de que la persona esté cómoda y segura, y que no esté sola durante el proceso. Además, es importante estar atento a cualquier señal de advertencia, como cambios en el estado de ánimo, el comportamiento o la voz, y buscar ayuda de inmediato si se detectan estas señales.",bertin-project/bertin-gpt-j-6B-alpaca,77
63,"OMS Prevención del suicidio un instrumento para trabajadores de atención primaria de salud. OMS. Serie Prevención del Suicidio Transtornos Mentales y cerebrales. Departamento de Salud Mental y Toxicomanía. Ginebra, 2000. ESP. OMS. Prevención del Suicidio un instrumento para trabajadores de la atención primaria de salud. OMS. Guía de intervención mh GAP para los trastornos mentales, neurológicos y por uso de sustancias en el nivel de atención de la salud no especializada. Ediciones de la OMS, Rue, M.D., and Jon Shaw, M.D. AACAP Ataff : Kristin Kroeger. Practice Parameter for the Assessment and Treatment of Children and Adolescents With Suicidal Behavior. J. Am. Acad. Child Adolesc. Psychiatry, 40:7 Supplement. July, 2001. Serfaty, E, Andrade, Boffi Boggero, Masautis, Foglia. Ideas de suicidio. Bol. Acad.Nac.de Medicina, 2002. Serfaty, Andrade, Masautis Mortalidad en adolescentes y jóvenes de 10 a 24 años, Argentina, 1991-2000 Vertex Rev. Arg. de Psiquiatría, Vol. XIV Suplemento II, 2003",2012 ARGENTINA Guia_IS_Adoles_Nacion.pdf,¿Cuál es el propósito de la capacitación sobre suicidio para los trabajadores de atención primaria de salud?,El propósito de la capacitación sobre suicidio para los trabajadores de atención primaria de salud es que puedan reconocer y responder a las señales de advertencia de suicidio.,bertin-project/bertin-gpt-j-6B-alpaca,78
64,"En la tabla 14 se recogen algunas recomendaciones del programa SUPRE de prevención del suicidio de la OMS acerca de los principa­ les aspectos a tener en cuenta cuando un paciente tiene ideación y/o planificación suicida. Están dirigidas al personal de atención primaria en general, no exclusivamente a médicos o personal de enfermería, y se gradúan según el nivel de riesgo de la persona que potencialmente pueda presentar conducta suicida (15). Opinión de expertos 4 GuíA DE PráCTICA ClíNICA DE PrEvENCIóN y TrATAMIENTO DE lA CONDuCTA SuICIDA 83 Tabla 14. Recomendaciones de actuación en atención primaria según el nivel de riesgo de suicidio Riesgo Acciones Bajo (presencia de ideación suicida, sin planificación) – Ofrecer apoyo – Trabajar la comunicación de sentimientos e ideación suicida – Centrarse en los aspectos positivos de la persona y hablar sobre las habili- dades de resolución de problemas llevados a cabo en el pasado – Derivación a salud mental – Seguimiento regular Medio (ideació",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Cuáles son los principales aspectos a tener en cuenta cuando se trata a un paciente con ideación y/o planificación suicida?," Los principales aspectos a tener en cuenta cuando se trata a un paciente con ideación y/o planificación suicida son reconocer la gravedad del problema, estar consciente de los posibles riesgos de la conducta suicida, proporcionar un ambiente seguro y de apoyo, y estar atento a cualquier señal de advertencia de la conducta suicida.",bertin-project/bertin-gpt-j-6B-alpaca,79
65,"Medidas generales de prevención de la conducta suicida Preguntas para responder: Programas de prevención de la conducta suicida a nivel internacional • ¿Qué programas sobre prevención de la conducta suicida podemos encontrar a nivel inter­ nacional? Potenciación de factores protectores y resiliencia • ¿Qué intervenciones clínicas son eficaces en la prevención de la conducta suicida mediante la potenciación de los factores de protectores y resiliencia? Restricción del acceso a medios letales • ¿Qué medidas se pueden tomar para la restricción de medios letales? Medios de comunicación y suicidio • ¿Qué medidas pueden adoptar los medios de comunicación para reducir la conducta suicida en la población? • ¿Cuál es el papel de Internet en la conducta suicida? Programas formativos de prevención de la conducta suicida • Los programas formativos de sensibilización, detección y abordaje de la ideación y la conduc­ ta suicida llevados a cabo en profesionales sanitarios ¿se han mostrado efectivos a",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Cuáles son algunos de los programas de prevención de la conducta suicida a nivel internacional?,"Programas de prevención de la conducta suicida a nivel internacional incluyen el Programa de Prevención del Suicidio de los Centros para el Control y la Prevención de Enfermedades (CDC), el Programa de Prevención del Suicidio de los Institutos Nacionales de Salud (NIH), el Programa de Prevención del Suicidio de la Organización Mundial de la Salud (OMS) y el Programa de Prevención del Suicidio de la Asociación Americana de Psiquiatría.",bertin-project/bertin-gpt-j-6B-alpaca,80
66,"Tras un suicidio, se recomienda que los profesionales sanitarios ofrezcan apoyo a los allegados y les aporten toda la información necesaria sobre los recursos de ayuda disponibles, incluyendo tratamientos específicos y la posibilidad de realizar un seguimiento a largo plazo. Tras un suicidio se recomienda la terapia cognitivo­conductual en aquellos fami­ liares y allegados con presencia de ideación suicida, ya que reduce el riesgo de duelo patológico en estas personas. Se recomienda la implementación de programas de entrenamiento de figuras clave (gatekeeper) en el ámbito escolar, de cara a aumentar los conocimientos de los profesionales de los centros educativos sobre la conducta suicida y el impacto del suicidio en las personas allegadas. Se recomienda que todos los profesionales reciban formación específica sobre las posibles implicaciones emocionales del suicidio de un paciente y las estrategias de afrontamiento necesarias. Tras el suicidio de un paciente se recomienda garantizar e",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Qué recursos de ayuda ofrecen los profesionales sanitarios a los allegados de alguien que se ha suicidado?,"Los profesionales sanitarios ofrecen apoyo emocional, información sobre recursos de ayuda y asesoramiento sobre cómo manejar el duelo. También pueden proporcionar información sobre los tratamientos específicos disponibles para los allegados y referirlos a recursos de ayuda si es necesario. Además, los profesionales sanitarios pueden realizar un seguimiento a los allegados para asegurarse de que están bien después de la pérdida y proporcionar cualquier apoyo necesario.",bertin-project/bertin-gpt-j-6B-alpaca,82
67,"Por último, el “Comité de consenso de Cataluña en terapéutica de los trastornos mentales” concluye que en pacientes con esquizo­ frenia y otros trastornos psicóticos que han realizado un intento de suicidio o presentan ideación suicida, los antipsicóticos de segunda generación podrían ser superiores a los convencionales en la pre­ vención del suicidio. Otra de las recomendaciones de dicho Comité es que el uso de los antipsicóticos depot sería más conveniente en pacientes con alto riesgo de suicidio, ya que aseguran el tratamiento y no pueden utilizarse con fines autolíticos. Además, en pacientes con trastorno límite de la personalidad o trastornos de la personalidad con elevada impulsividad, los antipsicóticos a dosis bajas resultarían útiles para el control del impulso suicida (90). Antipsicóticos atípicos o de segunda generación Clozapina Es el antipsicótico atípico con más datos sobre la reducción del riesgo de conducta suicida y el único fármaco aprobado por la FDA para el tratamie",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Cuál es el antipsicótico atípico más efectivo para la prevención del suicidio?,Clozapina.,bertin-project/bertin-gpt-j-6B-alpaca,83
68,"La evaluación del paciente con conducta suicida deberá realizarse en un ambiente de privacidad, confidencialidad y respeto. Durante su estancia en el servicio de urgencias deberán adoptarse todas aquellas medidas disponibles de seguridad que impidan la fuga y la auto o heteroagresivi­ dad. El médico de urgencias hospitalarias, además de valorar la alteración de la condi­ ción física del paciente con conducta suicida, deberá realizar siempre una evalua­ ción psicopatológica y social básica. En la valoración de un paciente con conducta suicida se recomienda la evaluación sistemática de la presencia de factores de riesgo y la recogida de las caracterís­ ticas más relevantes del intento de suicidio, preferiblemente mediante formatos estandarizados, y documentando correctamente toda la información en la historia clínica. Se recomienda que los pacientes con un intento de suicidio sean valorados por un psiquiatra, cuando así lo considere el médico de urgencias hospitalarias. La derivación al ",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿En qué tipo de ambiente deberá realizarse la evaluación del paciente con conducta suicida?,"En un ambiente de privacidad, confidencialidad y respeto.",bertin-project/bertin-gpt-j-6B-alpaca,85
69,"– las noticias de suicidios de famosos aumentaron la probabilidad de un suicidio por contagio en un 14,3% – la probabilidad de asociación entre los suicidios ficticios fue 4,03 veces mayor que en el caso de noticias reales; aunque la aparición de noticias sobre suicidios en los periódicos también fue un predictor significativo de la conducta suicida – A mayor aparición de suicidios en los medios, mayor fue el efecto encontrado. No existe evidencia de diferencias por grupos de edad; aunque se incluyeron estudios con diferente metodología. Pirkis y Blood; 2001 (357, 358) Examinar el efecto de la publicación de noticias sobre suicidios. – la aparición de noticias en los periódicos, televisión y libros se asoció a un incremento significativo de suicidios, en especial las noticias relacionadas con personajes públicos – los grupos más vulnerables fueron los jóvenes y las personas de mediana edad – En cuanto a la aparición de suicidios no reales en el cine, música o televisión, su efecto no e",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Cuál es la causa del aumento de los suicidios de celebridades en los últimos años?,"La causa del aumento de los suicidios de celebridades en los últimos años es desconocida, pero se han sugerido varias posibles causas, como la presión por mantener una imagen pública, problemas de salud mental no identificados y el estrés de las expectativas de los fans y la prensa.",bertin-project/bertin-gpt-j-6B-alpaca,86
70,"¿Son efectivos los programas clínicos de intervención llevados a cabo en España en la reducción de episodios futuros de conducta suicida? ASPECTOS LEGALES DEL SUICIDIO EN ESPAÑA 42. ¿Cuáles son los aspectos legales más importantes a la hora de abordar la conducta suicida en España? 26 GuíAS DE PráCTICA ClíNICA EN El SNS Niveles de evidencia y grados de recomendación del SIGN Niveles de evidencia 1++ Metanálisis, revisiones sistemáticas de ensayos clínicos o ensayos clínicos de alta calidad con muy poco riesgo de sesgo. 1+ 1- 2++ Metanálisis, revisiones sistemáticas de ensayos clínicos o ensayos clínicos bien realizados con poco riesgo de sesgo. Metanálisis, revisiones sistemáticas de ensayos clínicos o ensayos clínicos con alto riesgo de sesgo. revisiones sistemáticas de estudios de cohortes o de casos y controles o estudios de pruebas diagnósticas de alta calidad, estudios de cohortes o de casos y controles de pruebas diagnósticas de alta calidad con riesgo muy bajo de sesgo y con alt",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Cuáles son los aspectos legales más importantes a la hora de abordar la conducta suicida en España?," Los aspectos legales más importantes a tener en cuenta al tratar la conducta suicida en España son la protección de la confidencialidad de los pacientes, la necesidad de un consentimiento informado, la obligación de notificar las sospechas de suicidio a las autoridades y la necesidad de proporcionar acceso a la atención de salud mental para aquellos que la necesiten.",bertin-project/bertin-gpt-j-6B-alpaca,87
71,"Algunas medidas que han sido propuestas para intentar regular el contenido de la información sobre suicidios en Internet son (365): – El uso de programas de filtrado por parte de los familiares para impedir el acceso a determinados foros o blogs – Intentar que las páginas con información útil para los pacientes (encaminada a la prevención o a ofrecer apoyo), aparezcan situadas en un lugar prioritario cuando se realiza una búsqueda con palabras clave – Regularizar el control de los contenidos de Internet (mediante su legislación, implicación de organizaciones o servicios proveedores). Programas formativos de prevención de la conducta suicida En profesionales sanitarios 3 Los programas de formación para la prevención del suicidio dirigidos a profesio­ nales de la salud deben incluir aspectos relacionados con los factores de riesgo, la evaluación y el tratamiento y manejo de la conducta suicida, así como sobre el estigma y la discriminación que generalmente se asocia (372, 373). 182 GuíAS",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Cuáles son algunas de las medidas que se han propuesto para regular el contenido de la información sobre suicidios en Internet?,"Algunas de las medidas que se han propuesto para regular el contenido de la información sobre suicidios en Internet incluyen el uso de programas de filtrado por parte de los familiares para impedir el acceso a determinados foros o blogs, intentar que las páginas con información útil para los pacientes (encaminada a la prevención o a ofrecer apoyo) aparezcan situadas en un lugar prioritario cuando se realiza una búsqueda con palabras clave y regularizar el control de los contenidos de Internet (mediante su legislación, implicación de organizaciones o servicios proveedores).",bertin-project/bertin-gpt-j-6B-alpaca,89
72,"El duelo en la infancia y adolescencia 3.1. ¿Cómo actuar ante un niño que vive el suicidio de alguien cercano? No todos los miembros de la familia experimentan el duelo de la misma manera, con las mismas etapas ni en el mismo tiempo. Cada persona necesita su espacio y su propio camino para pasar el duelo y, en el caso de los niños, puede ser difícil saber cómo ayudarlos a enfrentarse a la pérdida. Los niños y adolescentes son especialmente vulnerables, puesto que tienen una forma diferente de expresar sus sentimientos, aunque no por esto debemos pensar que no sienten dolor. Además, lo que los niños pueden entender sobre la muerte depende en gran medida de su edad, sus experiencias vitales y su personalidad. Algunos consejos sobre cómo manejar la situación son: – Dependiendo de las circunstancias y de la madurez del niño, es recomendable ser honesto y hablar sinceramente de lo ocurrido, aunque no es necesario dar muchos detalles. – Es mejor evitar frases como “se ha ido a dormir” o “est",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Cuáles son los diferentes tipos de duelo que una persona puede experimentar?,"Los diferentes tipos de duelo que una persona puede experimentar incluyen el duelo agudo, el duelo crónico, el duelo complicado y el duelo no resuelto. El duelo agudo es el tipo más común y ocurre en un corto período de tiempo (días a meses). El duelo crónico es un proceso de duelo más largo y puede durar años. El duelo complicado es cuando el proceso de duelo se vuelve difícil o imposible debido a la presencia de otros problemas de salud mental. El duelo no resuelto es cuando una persona no ha logrado procesar completamente la pérdida y aún no ha resuelto el problema subyacente.",bertin-project/bertin-gpt-j-6B-alpaca,90
73,"Criterios de derivación preferente: ausencia de criterios de derivación urgente y cumplimiento de alivio tras la entrevista, intención de control de impulsos suicidas, aceptación del tratamiento y medidas de contención pactadas, apoyo sociofamiliar efectivo. Historia clínica del paciente: se considerará la información procedente de la historia clínica de atención primaria y/o hospitalaria y en soporte papel y/o electrónico. Población Pacientes con ideación o conducta suicida evaluados en atención primaria. Se incluirán aquellos pacientes atendidos en el período de tiempo establecido. Tipo de indicador Proceso Fuentes de datos Historia clínica del paciente Estándar orientativo 100% Denominación del indicador Justificación Fórmula 6. Derivación urgente a servicio de urgencias hospitalario desde atención primaria En muchos casos, los episodios de conducta suicida deben ser derivados a un servicio de urgencias hospitalario para el tratamiento de las lesiones producidas. Total de pacientes ",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Qué apoyo sociofamiliar se debe proporcionar a los pacientes con conducta suicida?," Los pacientes con conducta suicida suelen necesitar apoyo sociofamiliar para ayudarles a manejar sus pensamientos y emociones, así como para ayudarles a desarrollar estrategias para hacer frente a situaciones difíciles. ",bertin-project/bertin-gpt-j-6B-alpaca,91
74,"(636), incluyeron en su revisión seis estudios sobre intervenciones en el ámbito escolar: realización de counselling a los amigos cercanos (648, 649), intervenciones de posvención (incluido debriefing) a todo el centro escolar (650, 651) y formación de los pro­ fesionales (652, 653) (tabla 60). Dos de los estudios consideraron como variable de resultado la conducta suicida; aunque no se aportó análisis estadístico (650, 651). En uno de los estudios, los autores describieron un efecto negativo de la intervención, con seis hospitalizaciones y 30 casos de conducta suicida (gestos o intentos de suicidio) a los seis meses de su imple­ mentación (650). Hazell y Lewin (648), no encontraron un efecto significativo del counselling grupal para amigos cercanos. En el estudio llevado a cabo por Sandor et al. 1994 (649), se encontró un aumento significativo en la puntuación en autoeficacia, que se mantuvo en el seguimiento a los dos meses. Los programas de entrenamiento de profesionales, tanto el d",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Cuál es la efectividad de las intervenciones en el ámbito escolar?,"La efectividad de las intervenciones en el ámbito escolar depende de los resultados deseados y del contexto de la intervención. Por lo general, las intervenciones en el ámbito escolar se centran en mejorar la gestión de la salud mental, reducir el riesgo de suicidio y mejorar el bienestar de los estudiantes. Las intervenciones pueden variar desde programas de educación integral de la salud mental hasta servicios de asesoramiento individualizados. Es importante que las intervenciones se adapten al contexto y las necesidades del entorno escolar.",bertin-project/bertin-gpt-j-6B-alpaca,93
75,"Historia clínica del paciente: se considerará la información procedente de la historia clínica de atención primaria y/o hospitalaria y en soporte papel y/o electrónico. Población Pacientes con conducta suicida evaluados en un servicio de urgencias. Se incluirán aquellos pacientes atendidos en el período de tiempo establecido. Tipo de indicador Proceso Fuentes de datos Historia clínica del paciente Estándar orientativo 100% Denominación del indicador Justificación 3. Registro en la historia clínica de la evaluación del riesgo de suicidio la información recabada en la historia clínica es, en parte, el reflejo de la calidad asistencial, ya que es el registro de la actividad y la atención prestada. Además permite la continuidad del proceso, la comunicación entre los profesionales y constituye un documento médico-legal muy importante. Toda la información recabada en la evaluación del riesgo de suicidio se registrará de forma explícita y detallada en la historia clínica, haciendo un especial",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Cuál es el proceso para evaluar el riesgo de suicidio en pacientes que buscan tratamiento en un servicio de urgencias?,"El proceso para evaluar el riesgo de suicidio en pacientes que buscan tratamiento en un servicio de urgencias generalmente implica una evaluación exhaustiva de la conducta y las circunstancias del paciente, así como una evaluación de los factores de riesgo y protección. Esto puede incluir una evaluación de la salud mental y física del paciente, así como una evaluación de los medicamentos y otros factores que puedan estar contribuyendo a su conducta suicida. El riesgo de suicidio se evalúa en función de la gravedad de la conducta suicida, los factores de riesgo y la capacidad del paciente para comprender y manejar sus pensamientos y emociones. Si se determina que el paciente está en alto riesgo de suicidio, se pueden utilizar medidas de protección para ayudar a prevenir una mayor reducción en su salud física y mental.",bertin-project/bertin-gpt-j-6B-alpaca,95
76,"Historia clínica del paciente: se considerará la información procedente de la historia clínica de atención primaria y/o hospitalaria y en soporte papel y/o electrónico. Población Pacientes con ideación o conducta suicida evaluados en atención primaria. Se incluirán aquellos pacientes atendidos en el período de tiempo establecido. Tipo de indicador Proceso Fuentes de datos Historia clínica del paciente Estándar orientativo 100% 290 GuíAS DE PráCTICA ClíNICA EN El SNS Denominación del indicador Justificación Fórmula 5. Derivación preferente a salud mental desde atención primaria En caso de ideación o conducta suicida en atención primaria, se podría considerar la derivación preferente al servicio de salud mental (en el plazo de una semana) cuando no esten presentes ninguno de los criterios de derivación urgente y se cumplan una serie de circunstancias (criterios de derivación urgente). Total de pacientes a los que se deriva de forma preferente desde atención primaria a salud mental ------",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Cuál es el proceso para derivar a un paciente con riesgo suicida desde atención primaria a salud mental?,"El proceso para derivar a un paciente desde atención primaria a salud mental es complejo y depende de una variedad de factores. Generalmente, el proceso comienza cuando el médico de atención primaria identifica a un paciente en riesgo de ideación o conducta suicida y decide derivarlo al servicio de salud mental. El servicio de salud mental evaluará al paciente y, dependiendo de su evaluación, puede recomendar la derivación al hospital de agudos más cercano para una evaluación y tratamiento adicionales. Una vez que se ha realizado la evaluación y el tratamiento, el servicio de salud mental puede decidir si el paciente es elegible para la derivación preferente y, en tal caso, el paciente será derivado al servicio de salud mental en el plazo de una semana.",bertin-project/bertin-gpt-j-6B-alpaca,96
77,"Descripción de términos Pacientes con riesgo de suicidio: pacientes con presencia de ideación suicida, trastorno mental grave, conducta suicida reciente, situación sociofamiliar de riesgo o falta de apoyo. Historia clínica del paciente: se considerará la información procedente de la historia clínica de atención primaria y/o hospitalaria y en soporte papel y/o electrónico. Adolescentes: pacientes con edades comprendidas entre los 12 y los 18 años. Mayores: pacientes con edades por encima de los 65 años. Población Pacientes que reciben tratamiento combinado para la prevención de la conducta suicida. Se incluirán aquellos pacientes atendidos en el período de tiempo establecido. Tipo de indicador Proceso Fuentes de datos Historia clínica del paciente Estándar orientativo 75% GuíA DE PráCTICA ClíNICA DE PrEvENCIóN y TrATAMIENTO DE lA CONDuCTA SuICIDA 295 Denominación del indicador Justificación 14. Tratamiento farmacológico la conducta suicida es un fenómeno complejo, por lo que no existe u",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Cuáles son los diferentes tipos de tratamientos farmacológicos para la conducta suicida?," Los tratamientos farmacológicos para la conducta suicida incluyen inhibidores selectivos de la recaptación de serotonina (ISRS), inhibidores de la recaptación de serotonina y norepinefrina (IRSN), y antipsicóticos atípicos entre otros.",bertin-project/bertin-gpt-j-6B-alpaca,97
78,"La conceptualización de la conducta suicida es compleja y algunos de los términos utili­ zados resultan poco operativos, tanto para la investigación como para la práctica clínica, por lo que ha sido necesaria la elaboración de definiciones más precisas que intentan concretar diferentes aspectos (8, 9). Los criterios de clasificación de la conducta suicida de Diekstra (10) diferencian entre suicidio, intento de suicidio y parasuicidio, en función de si el resultado de la conducta es mortal o no y de la gravedad de dicha conducta. Por su parte, O´Carroll et al. (11) plantearon una nomenclatura de los pensamientos y conductas relacionadas con el suicidio, adoptada por el National Institute of Mental Health (NIMH) de EE.UU. y conside­ rada como una de las más operativas. En ella se diferencia entre ideación suicida, conducta instrumental, intento de suicidio y suicidio consumado. Posteriormente se han publicado varios artículos sobre la adecuación de la terminología empleada para el suicid",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Cuáles son algunos de los términos utilizados para describir la conceptualización de la conducta suicida?,"Algunos de los términos utilizados para describir la conceptualización de la conducta suicida incluyen el suicidio, el intento de suicidio y el parasuicidio.",bertin-project/bertin-gpt-j-6B-alpaca,98
79,"¿Qué hacer con un paciente con conducta suicida que desea abandonar el servicio de urgencias antes de ser valorado? Si un paciente con una conducta suicida desea marcharse antes de haber sido realizada una evaluación de su estado y son infructuosos los intentos de persuasión para que perma­ nezca en el servicio de urgencias, se deberá intentar valorar al paciente lo antes posible y si es necesario tomarlas medidas que se consideren oportunas, especialmente si la persona continúa expresando intencionalidad suicida. En algunos casos (riesgo de auto o heteroa­ gresión) se habrá de valorar, incluso, la idoneidad de utilizar medidas de contención. Es importante tener en cuenta que los pacientes que abandonan el servicio de urgencias antes de una adecuada evaluación, tienen un alto riesgo de repetición de su conducta suicida (147). En los casos en que los pacientes se nieguen a recibir tratamientos que potencial­ mente pueden salvarle la vida, será muy importante realizar una evaluación de l",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Qué medidas se pueden tomar para prevenir que un paciente con una conducta suicida abandone el servicio de urgencias?," Para prevenir que un paciente con una conducta suicida abandone el servicio de urgencias, se pueden tomar una serie de medidas, como asegurarse de que el paciente esté adecuadamente evaluado y estabilizado, proporcionarle medicación de apoyo, asegurarse de que el paciente reciba el tratamiento necesario para cualquier enfermedad subyacente, proporcionarle apoyo emocional y, si es necesario, utilizar medidas de contención física.",bertin-project/bertin-gpt-j-6B-alpaca,99
80,"En niños y adolescentes, la presencia de factores estresantes, síntomas clínicos y utilización de servicios sanitarios predijeron un continuum de riesgo de suicidio desde la ideación a intentos repetidos. Algunos factores de estrés específicos aso­ ciados con un incremento del riesgo de suicidio fueron las rupturas de pareja, la exposición a casos de suicidios o intentos de suicidio cercanos y el embarazo no deseado (434). 200 GuíAS DE PráCTICA ClíNICA EN El SNS 2+ 2+ 3 En los servicios de urgencias, el cribado de riesgo de suicidio en adolescentes tiene potencial para identificar pacientes con alto riesgo de suicidio que acuden por otros motivos médicos y a pacientes con presencia de depresión, consumo de alcohol e impulsividad (436). Se ha observado que la utilización de sistemas informáticos de cribado en un ser­ vicio de urgencias hospitalario incrementa significativamente la identificación de adolescentes con problemas psiquiátricos (437). Se han encontrado diferentes herramientas",2012 MINISTERIOO DE SANNIDAD_Conducta_Suicidal.pdf,¿Qué factores estresantes predijeron un continuum de riesgo de suicidio desde la ideación a intentos repetidos?,"Algunos de los factores estresantes que predijeron un continuum de riesgo de suicidio desde la ideación a intentos repetidos fueron la presencia de rupturas de pareja, la exposición a casos de suicidios o intentos de suicidio cercanos y el embarazo no deseado.",bertin-project/bertin-gpt-j-6B-alpaca,101
